"id","player","atpname","birthdate","weight","height","turnedpro","birthplace","coaches","hand","backhand","ioc"
"000001","Kodjo Charles Alipoe-Tchotchodji","Kokou Bernard Alipoe-Tchotchodji","19930316","","","","","","","","TGO"
"104421","Martin Vilarrubi","Martin Vilarrubi","19840902","","","","","","R","","URU"
"104437","Dekel Valtzer","Dekel Valtzer","19841003","","","","","","","","ISR"
"104631","Harshana Godamanna","Harshana Godamanna","19851031","","","","","","","","SRI"
"108586","Augusto Sanabria","Augusto Sanabria","19800604","","","","","","","","ESA"
"108589","Vasuthevan Ortchuan","Vasuthevan Ortchuan","19730422","","","","","","","","MAS"
"108590","Mohammed Nazreen Fuzi Nasruddin","Mohammed Nazreen Fuzi Nasruddin","19810723","","","","","","","","MAS"
"108599","Ivo Lagzdins","Ivo Lagzdins","19800902","","","","","","","","LAT"
"108625","Mohammed Rajan Sundera Karuppiah","Mohammed Rajan Sundera Karuppiah","19800715","","","","","","","","MAS"
"108642","Hayk Hakobyan","Hayk Hakobyan","19800427","","","","","","","","ARM"
"108733","Jose Medrano","Jose Medrano","19721025","","","","","","","","BOL"
"108752","Shehab Shehab","Shehab Shehab","19690804","","","","","","","","BRN"
"108753","Othman Al Anazi","Othman Al Anazi","","","","","","","","","KSA"
"108754","Esam Abdulaal","Esam Abdulaal","19690811","","","","","","","","BRN"
"108756","Goudjo Gbedey","Goudjo Gbedey","19630911","","","","","","","","TOG"
"108769","Johann Coles","Johann Coles","19900718","","","","","","","","HAI"
"108794","Arthur Konan","Arthur Konan","19810531","","","","","","","","CIV"
"108800","Alexander Lehnhoff","Alexander Lehnhoff","19770204","","","","","","","","GUA"
"108802","David Cardoza","David Cardoza","","","","","","","","","HAI"
"108803","Jean Max Mangones","Jean Max Mangones","19751029","","","","","","","","HAI"
"108808","Eugenius Cariovas","Eugenius Cariovas","19800309","","","","","","R","","LTU"
"108815","Kojo Atiso","Kojo Atiso","19661115","","","","","","","","GHA"
"108817","Konstantin Pugaev","Konstantin Pugaev","","","","","","","","","URS"
"108819","Irakli Kunchulia","Irakli Kunchulia","","","","","","","","","GEO"
"108826","Isaac Tetteh Quaye","Isaac Tetteh Quaye","","","","","","","","","GHA"
"108827","Mike Amoah","Mike Amoah","19740312","","","","","","","","GHA"
"108829","Alexander Ofori","Alexander Ofori","19761130","","","","","","","","GHA"
"108830","Philippe Lacombe","Philippe Lacombe","","","","","","","","","HAI"
"108833","Farah Al Somali","Farah Al Somali","19690908","","","","","","","","KSA"
"108835","Manjule Weerakoon","Manjule Weerakoon","19780113","","","","","","","","SRI"
"108840","Alex Zakharia","Alex Zakharia","19780612","","","","","","","","LIB"
"108842","Zulfiqar Ahmed","Zulfiqar Ahmed","19560201","","","","","","","","KSA"
"108843","Toufiq Zhalan","Toufiq Zhalan","19731206","","","","","","","","LIB"
"108845","Farhad Tadayon","Farhad Tadayon","","","","","","","","","IRI"
"108847","Jahanbakhsh Souri","Jahanbakhsh Souri","19650322","","","","","","","","IRI"
"108851","Iman Nilipour","Iman Nilipour","","","","","","","","","IRI"
"108852","Asiri Iddamalgoda","Asiri Iddamalgoda","","","","","","","","","SRI"
"108859","Jesse Smatt","Jesse Smatt","","","","","","","","","JAM"
"108861","Goran Popov","Goran Popov","","","","","","","","","MKD"
"108863","Alvis Tabors","Alvis Tabors","","","","","","","","","LAT"
"108865","Gitanas Mazonas","Gitanas Mazonas","","","","","","","","","LTU"
"108866","Denis Ivancovas","Denis Ivancovas","","","","","","","","","LTU"
"108867","Serge Brueck","Serge Brueck","","","","","","","","","LUX"
"108871","Kim Huat Khoo","Kim Huat Khoo","19760302","","","","","","","","MAS"
"108872","Yang Tat Lim","Yang Tat Lim","","","","","","","","","SIN"
"108876","El Hadj Diedhiou","El Hadj Diedhiou","","","","","","","","","SEN"
"108878","Lency Tenai","Lency Tenai","","","","","","","","","SOL"
"108879","Lawrence Tere","Lawrence Tere","","","","","","","","","PNG"
"108880","Sanjeev Tikaram","Sanjeev Tikaram","","","","","","","","","FIJ"
"108881","Ju Min Lam","Ju Min Lam","","","","","","","","","SIN"
"108883","Kuen Yiep Ho","Kuen Yiep Ho","","","","","","","","","SIN"
"108884","Yuan Xiong Hui","Yuan Xiong Hui","19810621","","","","","","","","SIN"
"108887","Wael Zeidan","Wael Zeidan","","","","","","","","","SEN"
"108888","Ee Wei Tan","Ee Wei Tan","19690422","","","","","","","","SGP"
"108895","Mohammed Fawzy","Mohammed Fawzy","","","","","","","","","EGY"
"108905","Mansur Yakhyaev","Mansur Yakhyaev","19760901","","","","","","","","TJK"
"108908","Mario Alberto Cayo","Mario Alberto Cayo","","","","","","","","","PER"
"108935","Marius Tangen","Marius Tangen","19860528","","","","","","","","NOR"
"108966","Igor Chaldounov","Igor Chaldounov","19750119","","","","","","","","KAZ"
"110782","Djamel Boudjemline","Djamel Boudjemline","","","","","","","","","ALG"
"110785","Philippe Koffi","Philippe Koffi","19681120","","","","","","","","CIV"
"110786","Antoine Beugre","Antoine Beugre","19661230","","","","","","","","CIV"
"110787","Abdel Halem Azzi","Abdel Halem Azzi","19581223","","","","","","","","ALG"
"110790","Moussa Said","Moussa Said","19520321","","","","","","","","ALG"
"110791","Fouad Kamel Boudjemline","Fouad Kamel Boudjemline","","","","","","","","","ALG"
"110793","Mustapha Dislam","Mustapha Dislam","19570219","","","","","","","","MAR"
"110795","Sadri Gueche","Sadri Gueche","19690315","","","","","","","","ALG"
"110798","Elias Bramly","Elias Bramly","19630719","","","","","","","","TUN"
"110799","Colon Nunez","Colon Nunez","19550408","","","","","","","","ECU"
"110810","Lionel Eli","Lionel Eli","19600810","","","","","","","","BAR"
"110813","Rafael Moreno","Rafael Moreno","19600716","","","","","","","","DOM"
"110817","Ifthekar Sardar","Ifthekar Sardar","19621010","","","","","","","","BAN"
"110818","Shovon Jamaly","Shovon Jamaly","19680118","","","","","","","","BAN"
"110819","Ali Kadhim","Ali Kadhim","","","","","","","","","IRQ"
"110820","Mahtabur Rahman","Mahtabur Rahman","","","","","","","","","BAN"
"110821","Kadhim Kadhim","Kadhim Kadhim","","","","","","","","","IRQ"
"110822","Faisal Rahman","Faisal Rahman","","","","","","","","","BAN"
"110823","Usman Rahim","Usman Rahim","","","","","","","","","PAK"
"110824","Shibu Lal","Shibu Lal","19730428","","","","","","","","BAN"
"110826","Asaf Raja","Asaf Raja","","","","","","","","","PAK"
"110829","Barunur Rashid Bhuiyan","Barunur Rashid Bhuiyan","","","","","","","","","BAN"
"110830","Chee Leong Wong","Chee Leong Wong","","","","","","","","","SIN"
"110831","Dishan Herath","Dishan Herath","","","","","","","","","SRI"
"110832","Faisal Syed Haq","Faisal Syed Haq","","","","","","","","","BAN"
"110836","Richard Taylor","Richard Taylor","","","","","","","","","BAR"
"110837","Craig Smith","Craig Smith","","","","","","","","","BAR"
"110840","Tomas Rodriguez Sanchez","Tomas Rodriguez Sanchez","","","","","","","","","CUB"
"110842","Ramiro Gonzalo Benavides Saravia","Ramiro Gonzalo Benavides Saravia","","","","","","","","","BOL"
"110845","Christian Hohnhold","Christian Hohnhold","","","","","","","","","PER"
"110850","Roberto Vaz Carvalhaes","Roberto Vaz Carvalhaes","","","","","","","","","BRA"
"110851","Mohammed Ahmed Saleh","Mohammed Ahmed Saleh","","","","","","","","","BRN"
"110852","Umesha Wallooppillai","Umesha Wallooppillai","","","","","","","","","SRI"
"110853","Nader Abdul Ali","Nader Abdul Ali","","","","","","","","","BRN"
"110854","Malik Sanjaya Wijemanne","Malik Sanjaya Wijemanne","","","","","","","","","SRI"
"110855","Dawood Dawoodian","Dawood Dawoodian","","","","","","","","","SYR"
"110857","Samer Mourad","Samer Mourad","","","","","","","","","SYR"
"110859","Milen Yanakiev","Milen Yanakiev","","","","","","","","","BUL"
"110863","Anatol Navrotchi","Anatol Navrotchi","","","","","","","","","LUX"
"110866","Christopher Gatt","Christopher Gatt","","","","","","","","","MLT"
"110867","Anders Haseth","Anders Haseth","","","","","","","","","NOR"
"110871","Francisco Arrellaga","Francisco Arrellaga","","","","","","","","","PAR"
"110872","Abraham Sojo","Abraham Sojo","","","","","","","","","VEN"
"110874","Crepin Ossombi","Crepin Ossombi","","","","","","","","","CGO"
"110875","Christian Bemba","Christian Bemba","","","","","","","","","CGO"
"110876","Norbert Oduor","Norbert Oduor","","","","","","","","","KEN"
"110877","Alberto Jimenez","Alberto Jimenez","","","","","","","","","COL"
"110882","Kelvin Ng","Kelvin Ng","","","","","","","","","HKG"
"110884","Shi Qin Li","Shi Qin Li","","","","","","","","","CHN"
"110886","Frank Sebaratnam","Frank Sebaratnam","","","","","","","","","SRI"
"110887","Arjun Perera","Arjun Perera","","","","","","","","","SRI"
"110890","Lionel Kemajou","Lionel Kemajou","","","","","","","","","CMR"
"110892","Katore Agnamba","Katore Agnamba","","","","","","","","","TOG"
"110893","Mensah Gbeboume","Mensah Gbeboume","","","","","","","","","TOG"
"110894","Koko Kunkel","Koko Kunkel","","","","","","","","","TOG"
"110895","Abdel Majid Soudani","Abdel Majid Soudani","","","","","","","","","TUN"
"110896","Hassan Soudani","Hassan Soudani","","","","","","","","","TUN"
"110898","Clive Wilson","Clive Wilson","","","","","","","","","ZIM"
"110900","Jean-Yves Job","Jean-Yves Job","","","","","","","","","CMR"
"110901","Samson Ahinakwa","Samson Ahinakwa","","","","","","","","","GHA"
"110902","Khaled Ezankouli","Khaled Ezankouli","","","","","","","","","LBA"
"110903","Zacharie Moungnol","Zacharie Moungnol","","","","","","","","","CMR"
"110904","Abdul Hakim Jteli","Abdul Hakim Jteli","","","","","","","","","LBA"
"110905","Fred Kangwa","Fred Kangwa","","","","","","","","","ZAM"
"110906","Luc Ondobo","Luc Ondobo","","","","","","","","","CMR"
"110907","Pierre Moudourou","Pierre Moudourou","","","","","","","","","CMR"
"110908","Jerry Williams","Jerry Williams","","","","","","","","","ECA"
"110909","Fabio Sical","Fabio Sical","","","","","","","","","GUA"
"110911","Kenneth Thome Bolanos","Kenneth Thome Bolanos","","","","","","","","","CRC"
"110912","Wilfredo Henry Torriente","Wilfredo Henry Torriente","","","","","","","","","CUB"
"110913","Marinos Baghdatis","Marinos Baghdatis","","","","","","","","","CYP"
"110914","Robert Dolan","Robert Dolan","","","","","","","","","IRL"
"110915","Loucas Christophides","Loucas Christophides","","","","","","","","","CYP"
"110916","Neoclis Neocleous","Neoclis Neocleous","","","","","","","","","CYP"
"110924","Carlos Chavez","Carlos Chavez","","","","","","","","","GUA"
"110925","Orville Adams","Orville Adams","","","","","","","","","TRI"
"110926","Mark Webster","Mark Webster","","","","","","","","","TRI"
"110927","Ricardo Pazmino","Ricardo Pazmino","","","","","","","","","ECU"
"110931","Stefan Kinsch","Stefan Kinsch","","","","","","","","","LUX"
"110932","Denis Galea","Denis Galea","","","","","","","","","MLT"
"110941","Karim Afifi","Karim Afifi","","","","","","","","","EGY"
"110942","Hichem Bramly","Hichem Bramly","","","","","","","","","TUN"
"110949","Meir Wertheimer","Meir Wertheimer","","","","","","","","","ISR"
"110950","Kristian Tammivuori","Kristian Tammivuori","","","","","","","","","FIN"
"110960","Kenneth Dowuona","Kenneth Dowuona","","","","","","","","","GHA"
"110961","Emmanuel Paddi","Emmanuel Paddi","","","","","","","","","GHA"
"110962","Midodji Segbeaya","Midodji Segbeaya","","","","","","","","","TOG"
"110963","Ioannis Kabakoglou","Ioannis Kabakoglou","","","","","","","","","GRE"
"110966","Shoukry Srourian","Shoukry Srourian","","","","","","","","","SYR"
"110970","Ali Al Zubaidi","Ali Al Zubaidi","","","","","","","","","IRQ"
"110971","Youssef Hassan","Youssef Hassan","","","","","","","","","IRQ"
"110972","Kian Wah Yeo","Kian Wah Yeo","","","","","","","","","MAS"
"110973","Khairuddin Baharom","Khairuddin Baharom","","","","","","","","","MAS"
"110974","Mulari Dharan","Mulari Dharan","","","","","","","","","MAS"
"110976","Ody Gabriel","Ody Gabriel","","","","","","","","","PHI"
"110977","Chi Yuen Pang","Chi Yuen Pang","","","","","","","","","HKG"
"110978","Albert Teo","Albert Teo","","","","","","","","","SIN"
"110979","Mahader Hassan","Mahader Hassan","","","","","","","","","SIN"
"110980","Melvin Pereira","Melvin Pereira","","","","","","","","","SIN"
"110983","Hadiman Hadiman","Hadiman Hadiman","19501129","","","","","","","","INA"
"110984","Selvarajoo Selvarajoo","Selvarajoo Selvarajoo","","","","","","","","","MAS"
"110989","Ludi Wijono","Ludi Wijono","","","","","","","","","INA"
"110990","Rodrigo Rafael","Rodrigo Rafael","","","","","","","","","PHI"
"110998","Neville Senaratne","Neville Senaratne","","","","","","","","","SRI"
"111001","Emad Abou Hamdeh","Emad Abou Hamdeh","","","","","","","","","JOR"
"111002","Hani Al Ali","Hani Al Ali","","","","","","","","","JOR"
"111005","Peter Hannon","Peter Hannon","","","","","","","","","IRL"
"111007","Thomas Randby","Thomas Randby","","","","","","","","","NOR"
"111009","Arsenio Marta","Arsenio Marta","","","","","","","","","POR"
"111015","Francisco Truchi","Francisco Truchi","","","","","","","","","MON"
"111016","Alain Manigley","Alain Manigley","","","","","","","","","MON"
"111020","Khaled Ashkanani","Khaled Ashkanani","","","","","","","","","KUW"
"111021","Eyad Shahadeh","Eyad Shahadeh","","","","","","","","","JOR"
"111022","Khaled Al Foudari","Khaled Al Foudari","","","","","","","","","KUW"
"111023","Aymen Ibrahim Al Ashwak","Aymen Ibrahim Al Ashwak","","","","","","","","","KUW"
"111024","Abdullah Al Khalil","Abdullah Al Khalil","","","","","","","","","JOR"
"111025","Aymen Abou Jaber","Aymen Abou Jaber","","","","","","","","","JOR"
"111027","Furat Hammadi","Furat Hammadi","","","","","","","","","JOR"
"111028","Mohammed Rahizam Abdul Rahim","Mohammed Rahizam Abdul Rahim","","","","","","","","","MAS"
"111029","Saleh Bushnaq","Saleh Bushnaq","","","","","","","","","JOR"
"111031","Derek Yong","Derek Yong","","","","","","","","","SIN"
"111032","Anthony Navarrosa","Anthony Navarrosa","","","","","","","","","PHI"
"111036","Den Wen Lin","Den Wen Lin","","","","","","","","","TPE"
"111040","Garth Thomson","Garth Thomson","","","","","","","","","ZIM"
"111045","Khalid Hussain Fitiani","Khalid Hussain Fitiani","","","","","","","","","KSA"
"111046","Tawfik Al Ibrahim","Tawfik Al Ibrahim","","","","","","","","","KSA"
"111047","Lasith Dissanayake","Lasith Dissanayake","","","","","","","","","SRI"
"111048","Tareq Hadeed","Tareq Hadeed","","","","","","","","","KUW"
"111049","Abdullah Al Mahmeed","Abdullah Al Mahmeed","","","","","","","","","KUW"
"111050","Abdel Monem Bornaz","Abdel Monem Bornaz","","","","","","","","","LBA"
"111051","Saad El Ragig","Saad El Ragig","","","","","","","","","LBA"
"111058","Marcos Klensch","Marcos Klensch","","","","","","","","","LUX"
"111059","Michel Borfiga","Michel Borfiga","","","","","","","","","MON"
"111060","Christian Collange","Christian Collange","","","","","","","","","MON"
"111061","Thierry Neiens","Thierry Neiens","","","","","","","","","LUX"
"111066","Alphonse Neu","Alphonse Neu","","","","","","","","","LUX"
"111067","Anthony Mills","Anthony Mills","","","","","","","","","LUX"
"111068","Witold Meres","Witold Meres","","","","","","","","","POL"
"111069","Mehdi Ben Ismail","Mehdi Ben Ismail","","","","","","","","","TUN"
"111070","Hatem Debbeche","Hatem Debbeche","","","","","","","","","TUN"
"111071","Roy Anchant","Roy Anchant","","","","","","","","","MAS"
"111072","Abdul Rahman Ramlal","Abdul Rahman Ramlal","","","","","","","","","MAS"
"111076","Suresh Menon","Suresh Menon","","","","","","","","","MAS"
"111077","Ponkaphan Phisaimongket","Ponkaphan Phisaimongket","","","","","","","","","THA"
"111081","Rene Ruzic","Rene Ruzic","","","","","","","","","MON"
"111084","Jilani Bouhafa","Jilani Bouhafa","","","","","","","","","TUN"
"111085","Karim Fliss","Karim Fliss","","","","","","","","","TUN"
"111090","Gisle Pedersen Jentoft","Gisle Pedersen Jentoft","","","","","","","","","NOR"
"111095","Ajit Perera","Ajit Perera","","","","","","","","","SRI"
"111096","Tayyab Iftikhar","Tayyab Iftikhar","","","","","","","","","PAK"
"111099","Antonio Del Rosario","Antonio Del Rosario","","","","","","","","","PHI"
"111101","Neil Rajapakse","Neil Rajapakse","","","","","","","","","SRI"
"111102","Chareonchai Tritilinant","Chareonchai Tritilinant","","","","","","","","","THA"
"111103","Yung Yan Lin","Yung Yan Lin","","","","","","","","","TPE"
"111104","Raouf Ben Farhat","Raouf Ben Farhat","","","","","","","","","TUN"
"111105","Ikbel Hanachi","Ikbel Hanachi","","","","","","","","","TUN"
"111109","Mounged Bouhassoun","Mounged Bouhassoun","","","","","","","","","SYR"
"111112","Tan Ah Peng","Tan Ah Peng","","","","","","","","","SIN"
"111113","Jehad Sheet","Jehad Sheet","","","","","","","","","SYR"
"111114","Niranjan Casie Chitty","Niranjan Casie Chitty","","","","","","","","","SRI"
"111116","Hrage Magarian","Hrage Magarian","","","","","","","","","SYR"
"111117","Hichem Riani","Hichem Riani","","","","","","","","","TUN"
"111118","Metin Gurel","Metin Gurel","","","","","","","","","TUR"
"118675","Seung-Hoon Lee","Seung-Hoon Lee","19840326","","","","","","","","KOR"
"124369","Rodrigo Ramirez","Rodrigo Ramirez","","","","","","","","","CHI"
"125650","Ahmed Ramadan","Ahmed Ramadan","","","","","","","","","LBN"
"125653","Mohammed Abdul Fatah","Mohammed Abdul Fatah","","","","","","","","","EGY"
"125664","Marc Weitzel","Marc Weitzel","","","","","","","","","LUX"
"125665","Pascal Genevo","Pascal Genevo","","","","","","","","","LUX"
"125666","Andrzej Wisnieski","Andrzej Wisnieski","","","","","","","","","POL"
"125686","Ny Hy","Ny Hy","","","","","","","","","HKG"
"125695","Chana Techasen","Chana Techasen","","","","","","","","","THA"
"125696","Somporn Champisri","Somporn Champisri","","","","","","","","","THA"
"125697","Prasert Kaiman","Prasert Kaiman","","","","","","","","","THA"
"125698","Van Thanh Nguyen","Van Thanh Nguyen","","","","","","","","","VIE"
"125703","Chang Nam Ju","Chang Nam Ju","","","","","","","","","KOR"
"125714","Serge Gramegna","Serge Gramegna","","","","","","","","","SUI"
"125715","Hakki Ozgenel","Hakki Ozgenel","","","","","","","","","TUR"
"125728","Ek Son Lee","Ek Son Lee","","","","","","","","","KOR"
"125738","Nadir Ali Khan","Nadir Ali Khan","","","","","","","","","PAK"
"125742","Jan Jilemnicky","Jan Jilemnicky","","","","","","","","","LUX"
"125747","Cevdet Cika","Cevdet Cika","","","","","","","","","TUR"
"125758","Altaf Hussain","Altaf Hussain","","","","","","","","","PAK"
"125759","Albert Cheah","Albert Cheah","","","","","","","","","MAS"
"125760","Fook Chong Chiew","Fook Chong Chiew","","","","","","","","","MAS"
"125768","Everard De Silva","Everard De Silva","","","","","","","","","SRI"
"133933","Thomas Yaka Kofi Setodji","Thomas Yaka Kofi Setodji","","","","","","","","","TOG"
"213705","Ahmad Nael Qureshi","Ahmad Nael Qureshi","","","","","","","","","PAK"
"A001","Sadiq Abdullahi","Sadiq Abdullahi","19600202","","","","","","R","","NGR"
"A002","Ricardo Acuna","Ricardo Acuna","19580113","68","175","","Santiago, Chile","","R","","CHI"
"A003","Archie Adams","Archie Adams","","0","0","0","","","R","Unknown","AUS"
"A004","Egan Adams","Egan Adams","19590615","73","178","","Miami Beach, FL, USA","","R","","USA"
"A005","Nelson Aerts","Nelson Aerts","19630425","75","188","","Cachoeira Do Sul, Brazil","","R","","BRA"
"A006","Ronald Agenor","Ronald Agenor","19641113","82","180","1983","Rabat, Morocco","","R","","HAI"
"A007","Juan Aguilera","Juan Aguilera","19620322","68","183","","Barcelona, Spain","","R","","ESP"
"A008","Murri Ajibade","Murri Ajibade","","0","0","0","","","R","Unknown","NGA"
"A009","Richard Akel","Richard Akel","19620212","","","","Little Rock, AR, USA","","L","","USA"
"A010","Rotimi Akinloye","Rotimi Akinloye","","","","","","","R","","NGR"
"A011","Babatunde Akinola","Babatunde Akinola","","0","0","0","","","R","Unknown","NGA"
"A012","Marc Albert","Marc Albert","","","","","","","R","","NED"
"A013","Marco Alciati","Marco Alciati","","","","","","","R","","ITA"
"A014","John Alexander","John Alexander","19510704","82","191","","Sydney, NSW, Australia","","R","","AUS"
"A015","Leighton Alfred","Leighton Alfred","19620827","73","180","","Wales, Great Britain","","L","","GBR"
"A016","Kimmo Alkio","Kimmo Alkio","19631025","61","178","","Helsinki, Finland","","R","","FIN"
"A017","Trevor Allan","Trevor Allan","19550817","77","178","","Maidland, Australia","","L","","AUS"
"A018","Christer Allgardh","Christer Allgardh","19670220","77","191","1983","Boras, Sweden","Ulf Eriksson","R","","SWE"
"A020","Mehl Ampon","Mehl Ampon","19561130","","","","Manila, Phillipines","","R","","USA"
"A021","Anand Amritraj","Anand Amritraj","19520320","77","185","","Madras, India","","R","","IND"
"A022","Vijay Amritraj","Vijay Amritraj","19531214","86","193","","Madras, India","","R","","IND"
"A023","Andy Andrews","Andy Andrews","19590101","82","185","","Raleigh, NC, U.S.A.","","R","","USA"
"A024","Juan Carlos Andrade","Juan Carlos Andrade","19570222","","","","","","R","","ESP"
"A025","Matt Anger","Matt Anger","19630620","77","188","1984","Walnut Creek, CA","","R","","USA"
"A026","Joseph Annan","Joseph Annan","","0","0","0","","","R","Unknown","NGA"
"A027","Paul Annacone","Paul Annacone","19630320","79","185","1984","Southampton, NY, USA","","R","","USA"
"A028","Alex Antonitsch","Alex Antonitsch","19660208","85","188","1988","Villach, Austria","","R","","AUT"
"A029","Corrado Aprili","Corrado Aprili","19641113","80","191","","Verona, Italy","","R","","ITA"
"A030","Roberto Arguello","Roberto Arguello","19630512","66","173","","Rosario, Argentina","","A","","ARG"
"A031","Jimmy Arias","Jimmy Arias","19640816","70","175","1980","Buffalo, NY","Nick Bollettieri","R","","USA"
"A032","Marco Armellini","Marco Armellini","19600817","85","188","","Udine, Italy","","R","","ITA"
"A033","Jeff Arons","Jeff Arons","19600407","0","0","0","Portola Valley, CA, USA","","R","Unknown","USA"
"A034","Jordi Arrese","Jordi Arrese","19640829","64","175","1982","Barcelona, Spain","","R","","ESP"
"A035","Pablo Arraya","Pablo Arraya","19611021","73","180","1980","Cordoba, Argentina","","R","","PER"
"A036","Edoardo Artaldi","Edoardo Artaldi","","","","","","","R","","ITA"
"A037","Richard Ashby","Richard Ashby","19650114","","","","Edmond, OK, USA","","R","","USA"
"A039","Juan Avendano","Juan Avendano","19610129","73","178","","Luanco, Spain","","R","","ESP"
"A040","Roberto Azar","Roberto Azar","19660321","77","185","1984","Lincoln, Argentina","","L","","ARG"
"A041","Marcos Vinicius Azevedo Silva","Marcos Vinicius Azevedo Silva","19950320","","","","","","R","Unknown","BRA"
"A042","Ricardo Acioly","Ricardo Acioly","19640204","82","178","1986","Rio de Janeiro, Brazil","","R","1H","BRA"
"A043","Aniceto Alvarez","Aniceto Alvarez","","","","","","","R","","ESP"
"A044","Victor Amaya","Victor Amaya","19540702","","201","","Denver, CO","","L","","USA"
"A045","Orlando Amen","Orlando Amen","","0","0","0","","","R","Unknown","NGA"
"A046","Greg Amaya","Greg Amaya","19600823","","","","Detroit, MI","","R","","USA"
"A048","John Atiomo","John Atiomo","","0","0","0","","","R","Unknown","NGA"
"A051","Juan Carlos Ayala","Juan Carlos Ayala","19610618","","","","","","R","","CHI"
"A052","M. Arenzon","M. Arenzon","","","","","","","R","","BRA"
"A053","John Austin","John Austin","19570731","88","193","","Long Beach, CA","","R","","USA"
"A054","Keith Ajegbo","Keith Ajegbo","","","","","","","R","","GBR"
"A055","Tim Arnot","Tim Arnot","","0","0","0","","","R","Unknown","USA"
"A056","Terry Addison","Terry Addison","19460111","77","180","","Wondai, QLDS, Australia","","R","","AUS"
"A057","Elio Lito Alvarez","Elio Lito Alvarez","19471205","","","","","","R","","ARG"
"A058","George Amaya","George Amaya","19500212","73","173","1975","Weymouth, MA, USA","Jim Shakespeare","L","","USA"
"A059","Ashok Amritraj","Ashok Amritraj","19570222","","","","Madras, India","","R","","IND"
"A060","Mal Anderson","Mal Anderson","19350303","","","","Theodore, Australia","","R","","AUS"
"A061","Jorge Andrew","Jorge Andrew","19511102","88","180","","Caracas, Venezuela","","R","1H","VEN"
"A062","John Andrews","John Andrews","19520205","","","","Houston, TX, USA","","R","","USA"
"A063","Arthur Ashe","Arthur Ashe","19430710","73","185","1969","Richmond, VA","Dr. Johnson","R","1H","USA"
"A064","Guillermo Aubone","Guillermo Aubone","19540608","","","","Buenos Aires, Argentina","","L","","ARG"
"A065","Jeff Austin","Jeff Austin","19510705","","","","Rolling Hills, CA, USA","","R","","USA"
"A066","Pieter Aldrich","Pieter Aldrich","19650907","80","180","1987","Johannesburg, South Africa","","R","","RSA"
"A068","Tim Anderson","Tim Anderson","","","","","","","R","","USA"
"A069","Frank Apecehea","Frank Apecehea","","0","0","0","","","R","Unknown","USA"
"A073","Luis Ayala","Luis Ayala","19320918","","","","Santiago","","R","","CHI"
"A074","Ayman Azmi","Ayman Azmi","","","","","","","R","Unknown","EGY"
"A079","Carlos Aguilar","Carlos Aguilar","","0","0","0","","","R","Unknown","USA"
"A080","Orlando Agudelo","Orlando Agudelo","","","","","","","R","","COL"
"A081","Hernando Aguirre","Hernando Aguirre","","0","0","0","","","R","Unknown","COL"
"A082","Muyiwa Akinniyi","Muyiwa Akinniyi","","0","0","0","","","R","Unknown","NGA"
"A084","Arthur Anastopoulo","Arthur Anastopoulo","","70","178","1980","Charleston, South Carolina","","R","Unknown","GRE"
"A085","Rich Andrews","Rich Andrews","","","","","","","L","","USA"
"A086","Birger Andersson","Birger Andersson","19510326","","","","","","R","","SWE"
"A088","Flavio Arenzon","Flavio Arenzon","","0","0","0","","","R","Unknown","BRA"
"A092","Andre Agassi","Andre Agassi","19700429","80","180","1986","Las Vegas","Darren Cahill","R","2H","USA"
"A093","Gabriel Auroux","Gabriel Auroux","","","","","","","R","","ARG"
"A096","Glenn Ayre","Glenn Ayre","","","","","","","R","Unknown","AUS"
"A09P","Alafia Ayeni","Alafia Ayeni","19990810","84","191","","Walnut Creek","Coach Borna","R","Unknown","USA"
"A09Q","Mert Alkaya","Mert Alkaya","20000614","72","178","","Antalya","","R","2H","TUR"
"A09R","Umut Akkoyun","Umut Akkoyun","20000710","","","","","","","Unknown","TUR"
"A09T","Dan Added","Dan Added","19990413","75","183","","Strasbourg, France","","R","2H","FRA"
"A09U","Nicolas Alvarez Varona","Nicolas Alvarez Varona","20010518","83","188","","Burgos","Cristiano de Oliveira Pinto","R","2H","ESP"
"A09W","Juan Carlos Aguilar","Juan Carlos Aguilar","19981120","64","170","","London, UK","Vincent Millot, Lan Bale, Franco Capalbo","R","2H","CAN"
"A0AA","Jakob Amilon","Jakob Amilon","19940531","","","","","","","Unknown","SWE"
"A0AB","Adrian Andreev","Adrian Andreev","20010512","73","175","2016","Sofia,Bulgaria","","R","2H","BUL"
"A0AN","Cengiz Aksu","Cengiz Aksu","19980730","76","183","","San Francisco, CA, USA","","R","2H","TUR"
"A0AO","Alen Avidzba","Alen Avidzba","20000224","76","188","","Sochi, Russia","Jean-Rene Lisnard, Gilles Cervara","R","2H","RUS"
"A0AT","Sebastian Arcila","Sebastian Arcila","19980626","","","","","","","","PUR"
"A0AV","Alexey Aleshchev","Alexey Aleshchev","19981228","80","185","","Moscow, Russia","","R","2H","RUS"
"A0B6","Jaimee Floyd Angele","Jaimee Floyd Angele","20000327","93","206","","Clichy","","R","2H","FRA"
"A0BA","Federico Arnaboldi","Federico Arnaboldi","20000618","78","185","","Como","Andrea Arnaboldi","R","2H","ITA"
"A0BG","Jakob Aichhorn","Jakob Aichhorn","19980922","","","","","","","Unknown","AUT"
"A0BY","Alec Adamson","Alec Adamson","19940830","88","196","","Hinsdale, Illinois","Christian Groh","R","2H","USA"
